subject,session,trial,task,cuecol,cueloc,validity,targloc,targtilt,delay,resp,time,corr
1,NaN,1,2,1,4,1,4,1,1.03959518915336,0,NaN,0
1,NaN,2,2,1,3,1,3,2,1.38945895473382,0,NaN,0
1,NaN,3,2,1,6,0,1,2,1.16954458779753,0,NaN,0
1,NaN,4,2,1,8,0,7,2,1.14955237262151,0,NaN,0
1,NaN,5,2,2,6,1,6,1,1.0695835119174,0,NaN,0
1,NaN,6,2,1,3,0,6,1,1.07957961950542,0,NaN,0
1,NaN,7,2,2,3,1,3,1,1.15954848020952,0,NaN,0
1,NaN,8,2,2,6,1,6,2,1.18953680297356,0,NaN,0
1,NaN,9,2,2,3,1,3,2,1.08957572709343,0,NaN,0
1,NaN,10,2,1,8,1,8,1,1.09957183468144,0,NaN,0
1,NaN,11,2,2,1,0,4,2,1.2994939864417,0,NaN,0
1,NaN,12,2,2,2,0,3,2,1.03959518915336,0,NaN,0
1,NaN,13,2,1,5,1,5,2,1.31948620161773,0,NaN,0
1,NaN,14,2,2,4,1,4,2,1.38945895473382,0,NaN,0
1,NaN,15,2,1,2,1,2,1,1.2195251257376,0,NaN,0
1,NaN,16,2,2,8,0,7,1,1.23951734091363,0,NaN,0
1,NaN,17,2,1,2,1,2,1,1.20952901814959,0,NaN,0
1,NaN,18,2,2,7,1,7,1,1.15954848020952,0,NaN,0
1,NaN,19,2,2,2,1,2,2,1.15954848020952,0,NaN,0
1,NaN,20,2,2,6,1,6,1,1.22952123332561,0,NaN,0
1,NaN,21,2,2,8,1,8,1,1.38945895473382,0,NaN,0
1,NaN,22,2,1,5,1,5,1,0.999610758801311,0,NaN,0
1,NaN,23,2,2,5,0,8,1,1.01960297397734,0,NaN,0
1,NaN,24,2,2,3,1,3,1,1.2195251257376,0,NaN,0
1,NaN,25,2,1,8,1,8,2,1.35947063196978,0,NaN,0
1,NaN,26,2,2,2,1,2,2,1.02959908156535,0,NaN,0
1,NaN,27,2,1,2,1,2,2,1.3694667395578,0,NaN,0
1,NaN,28,2,2,1,1,1,2,1.25950955608965,0,NaN,0
1,NaN,29,2,1,1,1,1,1,1.35947063196978,0,NaN,0
1,NaN,30,2,1,6,0,3,1,1.03959518915336,0,NaN,0
1,NaN,31,2,2,1,1,1,2,1.31948620161773,0,NaN,0
1,NaN,32,2,2,7,1,7,1,1.18953680297356,0,NaN,0
1,NaN,33,2,1,5,0,4,1,1.14955237262151,0,NaN,0
1,NaN,34,2,2,2,1,2,1,1.38945895473382,0,NaN,0
1,NaN,35,2,1,8,1,8,1,1.19953291056157,0,NaN,0
1,NaN,36,2,2,8,1,8,2,1.12956015744548,0,NaN,0
1,NaN,37,2,1,8,1,8,2,1.26950566367767,0,NaN,0
1,NaN,38,2,1,7,1,7,1,1.15954848020952,0,NaN,0
1,NaN,39,2,2,8,1,8,1,1.23951734091363,0,NaN,0
1,NaN,40,2,2,1,1,1,2,1.00960686638932,0,NaN,0
1,NaN,41,2,2,3,1,3,1,1.2994939864417,0,NaN,0
1,NaN,42,2,2,3,0,4,1,1.07957961950542,0,NaN,0
1,NaN,43,2,2,5,1,5,1,1.28949787885369,0,NaN,0
1,NaN,44,2,2,4,1,4,2,1.19953291056157,0,NaN,0
1,NaN,45,2,2,5,1,5,2,1.37946284714581,0,NaN,0
1,NaN,46,2,1,4,1,4,2,1.32948230920574,0,NaN,0
1,NaN,47,2,1,6,1,6,2,1.12956015744548,0,NaN,0
1,NaN,48,2,2,3,1,3,2,1.35947063196978,0,NaN,0
1,NaN,49,2,1,8,1,8,1,1.18953680297356,0,NaN,0
1,NaN,50,2,2,4,0,8,2,1.30949009402972,0,NaN,0
1,NaN,51,2,2,5,1,5,1,1.01960297397734,0,NaN,0
1,NaN,52,2,2,6,1,6,2,1.10956794226946,0,NaN,0
1,NaN,53,2,2,7,1,7,1,1.0695835119174,0,NaN,0
1,NaN,54,2,1,7,1,7,2,1.3694667395578,0,NaN,0
1,NaN,55,2,2,4,1,4,2,1.32948230920574,0,NaN,0
1,NaN,56,2,1,6,1,6,1,1.26950566367767,0,NaN,0
1,NaN,57,2,1,4,1,4,2,1.22952123332561,0,NaN,0
1,NaN,58,2,2,7,1,7,1,1.24951344850164,0,NaN,0
1,NaN,59,2,2,4,1,4,1,1.00960686638932,0,NaN,0
1,NaN,60,2,1,1,1,1,2,1.14955237262151,0,NaN,0
1,NaN,61,2,1,5,1,5,1,1.26950566367767,0,NaN,0
1,NaN,62,2,2,2,1,2,2,1.27950177126568,0,NaN,0
1,NaN,63,2,1,1,1,1,2,1.05958740432939,0,NaN,0
1,NaN,64,2,1,4,1,4,2,1.31948620161773,0,NaN,0
1,NaN,65,2,2,7,0,1,2,1.05958740432939,0,NaN,0
1,NaN,66,2,2,7,1,7,1,1.07957961950542,0,NaN,0
1,NaN,67,2,2,2,0,8,1,1.17954069538555,0,NaN,0
1,NaN,68,2,2,6,1,6,1,1.12956015744548,0,NaN,0
1,NaN,69,2,2,3,1,3,2,1.09957183468144,0,NaN,0
1,NaN,70,2,2,3,1,3,1,1.30949009402972,0,NaN,0
1,NaN,71,2,1,7,0,5,1,1.12956015744548,0,NaN,0
1,NaN,72,2,1,7,1,7,2,1.25950955608965,0,NaN,0
1,NaN,73,2,1,1,0,3,1,1.31948620161773,0,NaN,0
1,NaN,74,2,2,4,0,5,2,1.17954069538555,0,NaN,0
1,NaN,75,2,1,5,1,5,1,1.22952123332561,0,NaN,0
1,NaN,76,2,1,6,1,6,2,1.17954069538555,0,NaN,0
1,NaN,77,2,2,1,1,1,2,1.2994939864417,0,NaN,0
1,NaN,78,2,1,5,1,5,2,1.15954848020952,0,NaN,0
1,NaN,79,2,1,2,1,2,1,1.3694667395578,0,NaN,0
1,NaN,80,2,1,1,1,1,2,1.20952901814959,0,NaN,0
1,NaN,81,1,2,8,1,8,2,1.2195251257376,2,0.361618078395622,1
1,NaN,82,1,2,3,1,3,2,1.05958740432939,2,0.48810628902902,1
1,NaN,83,1,2,4,1,4,2,1.26950566367767,2,0.548562707836027,1
1,NaN,84,1,2,3,0,2,2,1.2994939864417,2,0.603601127619186,1
1,NaN,85,1,1,8,1,8,2,1.19953291056157,2,0.387743302480885,1
1,NaN,86,1,2,3,1,3,1,1.07957961950542,1,0.538182011010576,1
1,NaN,87,1,1,3,1,3,2,1.23951734091363,2,0.398691629072346,1
1,NaN,88,1,2,4,0,8,2,1.30949009402972,2,0.549135469362227,1
1,NaN,89,1,2,6,1,6,2,1.3694667395578,2,0.421650271640829,1
1,NaN,90,1,1,7,1,7,1,1.20952901814959,1,0.419940254900212,1
1,NaN,91,1,1,3,0,1,1,1.0695835119174,1,0.604695333062409,1
1,NaN,92,1,2,5,1,5,1,1.18953680297356,1,0.77524256122706,1
1,NaN,93,1,1,6,1,6,1,1.04959129674138,1,0.49181883287747,1
1,NaN,94,1,1,6,0,1,2,1.3694667395578,2,0.580416402475748,1
1,NaN,95,1,2,6,1,6,2,1.30949009402972,2,0.424672878758429,1
1,NaN,96,1,1,3,1,3,1,1.13955626503349,1,0.523353217955446,1
